,id,timestamp,queue_delay_port_137,number_of_packets_for_average_port_137,queue_delay_port_136,number_of_packets_for_average_port_136
1040,526,820191308970944,3171558519,307,37739,70
1041,527,820191671947603,3510053673,237,126678,235
1042,527,820192027160099,855753731,207,110591,205
1043,528,820192380291605,1386061391,252,134775,250
1044,528,820192735372756,3970823274,247,132052,245
1045,529,820193088100465,2879808351,147,78234,145
1046,529,820193435052449,516365285,362,170251,316
1047,530,820193780669785,1483688695,337,35587,66
1048,530,820194137866989,2976796120,352,16201,30
1049,531,820194487367908,1484318854,332,145020,269
1050,531,820194839872266,3291857204,172,91955,170
1051,532,820195192048185,2559781360,137,73164,135
1052,532,820195548963198,3262441765,137,73176,135
1053,533,820195908281569,218922699,242,129730,240
1054,533,820196271992053,250922631,332,178173,330
1055,534,820196629818868,285002057,342,133385,247
1056,534,820196985894412,2338033395,252,22108,41
1057,535,820197343506527,92916987,207,29683,55
1058,535,820197708552685,3597264947,297,154736,287
1059,536,820198070934259,1022750858,307,164491,305
1060,536,820198434124254,1422402145,157,83604,155
1061,537,820198782416869,2399342648,287,153689,285
1062,537,820199141868835,2434729092,322,172433,320
1063,538,820199502780923,661005042,302,161679,300
1064,538,820199859482590,382430833,282,151058,280
1065,539,820200220505446,1721596317,302,162123,300
1066,539,820200579746283,1322405325,167,89291,165
1067,540,820200937963845,3953186129,182,97374,180
1068,540,820201300486912,762522663,326,175454,325
1069,541,820201650334099,3956602126,238,59467,110
1070,541,820202006940966,1054443934,327,148390,275
1071,542,820202363074023,2704501261,332,178192,330
1072,542,820202714244075,571499144,187,99995,185
1073,543,820203070024299,2530587604,152,81139,150
1074,543,820203429093102,3061303514,137,73063,135
1075,544,820203782880257,4198095777,307,164685,305
1076,544,820204130799918,1117906636,357,191641,355
1077,545,820204488601804,750173786,362,194398,360
1078,545,820204852180445,2820119695,347,186222,345
1079,546,820205196626212,1902189979,332,178141,330
1080,546,820205549934204,1595716615,332,178255,330
1081,547,820205911741806,4220879393,342,183517,340
1082,547,820206266491985,3805931291,357,191472,355
1083,548,820206626683860,697690918,352,188657,350
1084,548,820206981202304,230291000,357,191263,355
1085,549,820207342403697,3646137038,187,81943,152
1086,549,820207703132922,3084251160,132,65787,122
1087,550,820208066092517,475091154,142,75502,140
1088,550,820208429409965,2981520663,147,78146,145
1089,551,820208784876739,364459217,147,78110,145
1090,551,820209144059093,1086719097,147,78153,145
1091,552,820209503098909,201311373,137,64166,119
1092,552,820209859068306,3879583959,137,33397,62
1093,553,820210213015931,393477393,167,35563,66
1094,553,820210569765047,3837820678,137,22121,41
1095,554,820210924733427,800704967,227,57154,106
1096,554,820211287995449,466199982,272,44229,82
1097,555,820211643071782,358867395,257,129898,241
1098,555,820211999509910,1156688725,167,88913,165
1099,556,820212364373799,985438159,272,145583,270
1100,556,820212716642561,2571488597,287,153714,285
1101,557,820213074633030,3101578916,282,110599,205
1102,557,820213434244417,2546962378,352,78724,146
1103,558,820213790727307,918347113,352,49083,91
1104,558,820214145078975,2875372360,337,53372,99
1105,559,820214506777320,2452401331,322,22099,41
1106,559,820214864954986,2042229208,232,38298,71
1107,560,820215228344312,870453999,137,18357,34
1108,560,820215587339461,2012566352,227,36143,67
1109,561,820215939138741,32147857,332,99205,184
1110,561,820216289519064,3753622156,347,186030,345
1111,562,820216640616888,4000823073,252,134770,250
1112,562,820216995856751,690958504,142,70618,131
1113,563,820217350735856,4139280069,147,31838,59
1114,563,820217710653724,2090997157,342,70647,131
1115,564,820218063734713,1051390808,277,143473,266
1116,564,820218415341436,2593089999,277,148267,275
1117,565,820218774634929,412417724,212,113212,210
1118,565,820219131908063,2829341920,272,145611,270
1119,566,820219491861075,3331085606,262,140146,260
1120,566,820219855708722,702479642,262,140289,260
1121,567,820220211745226,3894931989,327,175212,325
1122,567,820220567387754,1314278108,262,140076,260
1123,568,820220930281725,2520837468,347,186067,345
1124,568,820221290082325,271683328,227,121587,225
1125,569,820221647334033,494428465,147,53631,99
1126,569,820221997975034,3314994116,142,28188,52
1127,570,820222354085747,2646485858,137,18422,34
1128,570,820222711095049,3514400414,222,31961,59
1129,571,820223064518020,973586266,327,31911,59
1130,571,820223418452455,2781885008,322,109451,203
1131,572,820223770862964,3002227271,317,169838,315
1132,572,820224132888092,108856493,142,75540,140
1133,573,820224485982827,197008545,132,70198,130
1134,573,820224845674602,1320272843,192,102382,190
1135,574,820225208991779,3395622083,277,148398,275
1136,574,820225569735759,1242079191,352,188947,350
1137,575,820225919600044,4282239862,262,51355,95
1138,575,820226264616476,420806489,272,25960,48
1139,576,820226620946029,1613986412,337,68567,127
1140,576,820226977662932,2959964609,367,69600,129
1141,577,820227340611504,215118254,312,42659,79
1142,577,820227695880679,3330761643,332,83068,154
1143,579,820228765110587,1825930701,332,177839,330
1144,579,820229115743068,3919775110,312,167308,310
1145,580,820229474132349,2183293728,332,178163,330
1146,580,820229825219040,1051806529,232,62252,115
1147,581,820230179028073,2015780729,217,20064,37
1148,581,820230531067266,1649797420,237,22197,41
1149,582,820230890877199,3088881014,342,56617,105
1150,582,820231251841814,1477610387,237,23701,44
1151,583,820231604620604,4138835543,332,23215,43
1152,583,820231957519276,1879640726,342,25321,47
1153,584,820232314095879,77578403,282,27487,51
1154,584,820232669550556,3497174550,197,31808,59
1155,585,820233022830637,2447484846,327,45819,85
1156,585,820233377698375,1619105046,347,145483,270
1157,586,820233736982660,1782176432,292,156383,290
1158,586,820234101296460,1127182651,322,172601,320
1159,587,820234454852263,246082537,352,167638,311
1160,587,820234819057732,195469690,357,80333,149
1161,588,820235171021579,1929283029,342,101950,189
1162,588,820235531980997,3885307276,302,161862,300
1163,589,820235883758385,2604618774,212,113498,210
1164,589,820236242785148,4146799158,347,186261,345
1165,590,820236605062774,1990386354,357,129044,239
1166,590,820236958363979,2773055384,332,25329,47
1167,591,820237313580767,3060589074,332,24284,45
1168,591,820237672285854,2860139745,227,53349,99
1169,592,820238028403732,2996450654,337,34533,64
1170,592,820238391937425,3136819823,252,37805,70
1171,593,820238749858652,2745492348,142,11368,21
1172,593,820239106817147,1473355966,287,19963,37
1173,594,820239469955518,2684111221,212,76631,142
1174,594,820239830412855,702397173,342,183489,340
1175,595,820240175430232,2317681792,322,162974,302
1176,595,820240528195596,3724887724,237,36705,68
1177,596,820240890588743,1517947450,347,43237,80
1178,596,820241244174840,2293877057,307,21022,39
1179,597,820241605067216,2332540177,152,18887,35
1180,597,820241955990429,1308714043,197,29146,54
1181,598,820242315100097,2659404199,337,28613,53
1182,598,820242669891522,2712564389,337,23216,43
1183,599,820243024906643,1322162588,342,89161,165
1184,599,820243386649438,3101308552,342,183720,340
1185,600,820243741744159,2295927664,347,186368,345
1186,600,820244105183036,3233963625,347,175047,324
1187,601,820244461911587,151437371,312,164805,305
1188,601,820244821548927,4174651275,367,75088,139
1189,602,820245180242110,2543264083,347,106375,197
1190,602,820245534350689,3162923944,282,151280,280
1191,603,820245887112283,1014578411,317,82015,152
1192,603,820246243032721,3809297428,292,46923,87
1193,604,820246601680464,562603939,347,35070,65
1194,604,820246954299024,2643217979,317,40485,75
1195,605,820247309837105,1021210328,282,23760,44
1196,605,820247660783378,526510100,347,51762,96
1197,606,820248015880650,2415116968,222,28637,53
1198,606,820248367063060,52614330,242,103267,191
1199,607,820248728792685,3786440701,157,84006,155
1200,607,820249076974942,1796670603,197,105488,195
1201,608,820249430887892,129826453,157,53110,98
1202,608,820249782708574,2366583011,317,58959,109
1203,609,820250130763594,280693522,312,25389,47
1204,609,820250487729894,683370706,347,19397,36
1205,610,820250839561343,4253876031,327,167567,310
1206,610,820251191011648,1922951712,282,151361,280
1207,611,820251545437657,1958134027,312,145996,270
1208,611,820251909018063,4170829273,292,134045,248
1209,612,820252269867254,1734470479,352,52851,98
1210,612,820252621074389,2533764731,297,16181,30
1211,613,820252981409005,4071612314,142,23181,43
1212,613,820253335712715,2750043106,127,10779,20
1213,614,820253687380141,3404314220,142,14073,26
1214,614,820254039042193,2574960035,192,60400,112
1215,615,820254395063337,2816911762,262,140286,260
1216,615,820254757081635,4137234305,147,59326,110
1217,616,820255107757064,3083094082,147,48055,89
1218,616,820255459052487,3494599389,132,16226,30
1219,617,820255817970630,3029760966,142,22633,42
1220,617,820256172034428,3997470747,142,22635,42
1221,618,820256522774008,1973445052,132,24844,46
1222,618,820256880285587,3331150273,132,16731,31
1223,619,820257237826523,1774889030,147,16183,30
1224,619,820257592547167,1205958371,132,16735,31
1225,620,820257942970112,837929144,292,89002,165
1226,620,820258297929830,32477303,147,78234,145
1227,621,820258647856436,2128573208,132,64191,119
1228,621,820259002694961,1579052567,332,174779,324
1229,622,820259361178277,3546637094,187,80889,150
1230,622,820259713492782,2956851390,142,61480,114
1231,623,820260065186864,1985689458,157,18320,34
1232,623,820260420718155,2548101446,292,51233,95
1233,624,820260777892028,3741931126,292,39908,74
1234,624,820261130874421,4169152777,222,37853,70
1235,625,820261490056099,1183249878,252,45272,84
1236,625,820261845139363,431879519,272,86406,160
1237,626,820262200071988,107667284,142,75499,140
1238,626,820262563079658,2042742868,187,99756,185
1239,627,820262925431147,197436845,157,83518,155
1240,627,820263282706223,2947872689,282,47409,88
1241,628,820263640369242,946462292,352,88451,164
1242,628,820263993629087,3944673497,342,183337,340
1243,629,820264351761764,2682763782,332,133926,248
1244,629,820264708355724,1069730524,357,45303,84
1245,630,820265067813727,3037189587,262,27488,51
1246,630,820265419813929,2007511570,322,172594,320
1247,631,820265773978732,107498266,317,169956,315
1248,631,820266132351331,3628430506,302,161937,300
1249,632,820266484278881,3471999098,152,80860,150
1250,632,820266843694120,3443652541,292,156385,290
1251,633,820267206773048,2743181613,247,87939,163
1252,633,820267562066700,2693878973,177,51284,95
1253,634,820267916964746,1747313315,157,22683,42
1254,634,820268280890884,642356465,312,45802,85
1255,635,820268640752751,4254213838,322,34496,64
1256,635,820268995882542,674694744,277,27045,50
1257,636,820269351760736,140840510,357,45311,84
1258,636,820269701210463,1321795136,327,44270,82
1259,637,820270059094562,2982440391,267,22102,41
1260,637,820270414158957,637643859,282,151016,280
1261,638,820270776193517,569190190,247,132108,245
1262,638,820271139755059,2876420814,342,183401,340
1263,639,820271498032452,546504241,342,183519,340
1264,639,820271856764051,3117369549,357,183415,340
1265,640,820272213805329,3934278220,297,45861,85
1266,640,820272575446272,2900867337,362,76556,142
1267,641,820272936081342,3070638853,297,18917,35
1268,641,820273299050641,2616918573,282,14002,26
1269,642,820273651630675,2325953098,322,31829,59
1270,642,820274015033770,1388445607,322,52906,98
1271,643,820274378162532,2354703839,337,180691,335
1272,643,820274729821091,3296536984,307,164467,305
1273,644,820275092791217,1936809183,277,70760,131
1274,644,820275450546648,3306410400,332,58264,108
1275,645,820275810859952,1915933294,252,135099,250
1276,645,820276165940599,589239351,242,129676,240
1277,646,820276521601553,3903569986,357,129675,240
1278,646,820276882151352,784375395,297,156895,290
1279,647,820277240999230,3309219818,267,143254,265
1280,647,820277595979486,2608285751,277,140546,260
1281,648,820277959174577,1015796684,292,64291,119
1282,648,820278318433235,134581861,202,35730,66
1283,649,820278679520523,2758947735,312,57223,106
1284,649,820279036556039,804456931,342,22203,41
1285,650,820279398986328,4179645967,342,36680,68
1286,650,820279761551232,488244891,287,88576,164
1287,651,820280108830501,2548624690,267,129700,240
1288,651,820280457290583,3908526012,307,164691,305
1289,652,820280811655070,681523117,342,58770,109
1290,652,820281167864525,2677827734,307,34520,64
1291,653,820281518707404,469309416,277,40953,76
1292,653,820281877972470,1972244689,347,130383,242
1293,654,820282228831953,2135190830,252,35565,66
1294,654,820282583348863,980945569,242,30722,57
1295,655,820282943822566,3551990957,152,78141,145
1296,655,820283302965141,3336843056,142,75452,140
1297,656,820283660979964,697293173,142,75473,140
1298,656,820284016658805,1477479071,212,113253,210
1299,657,820284369900184,528875060,207,110512,205
1300,657,820284731827592,222325044,282,150922,280
1301,658,820285090214548,88745715,267,112662,209
1302,658,820285442687028,3201582967,222,26434,49
1303,659,820285794321010,245618101,247,33459,62
1304,659,820286154902014,544567578,202,17288,32
1305,660,820286513711645,4274537728,162,33065,61
1306,660,820286859373086,3806201450,122,64998,120
1307,661,820287210074197,1435269121,132,70388,130
1308,661,820287561790435,750495810,312,89703,166
1309,662,820287920695559,3314971827,232,61092,113
1310,662,820288276030016,726045241,322,44857,83
1311,663,820288638531083,124193660,252,45873,85
1312,663,820288985653391,1758088124,227,29725,55
1313,664,820289340271327,3600430739,142,50739,94
1314,664,820289699380338,1642814071,252,134795,250
1315,665,820290062924847,1148899877,162,86513,160
1316,665,820290423680289,2265064906,257,68158,126
1317,666,820290769585347,3792732886,252,28125,52
1318,666,820291130191198,2839486763,317,30293,56
1319,667,820291487068526,642537504,352,50716,94
1320,667,820291841020031,640705737,272,44331,82
1321,668,820292197017651,2651491746,342,115492,214
1322,668,820292560719081,364143613,357,191658,355
1323,669,820292914726780,2022593831,302,162087,300
1324,669,820293269967931,269623919,302,161837,300
1325,670,820293621630794,3131251400,182,97147,180
1326,670,820293967953205,137063509,292,143528,266
1327,671,820294324440783,668751084,152,34027,63
1328,671,820294682926331,4062169662,142,23233,43
1329,672,820295037095052,1507125690,127,19945,37
1330,672,820295392192927,1436979630,142,70073,130
1331,673,820295738925262,18064383,137,56639,105
1332,673,820296093896020,1691215909,142,13470,25
1333,674,820296448964110,1415892809,132,70120,130
1334,674,820296803880505,2580848405,142,75439,140
1335,675,820297154932367,2571670753,282,151037,280
1336,675,820297501659215,3770717764,307,164421,305
1337,676,820297858951084,3136852522,242,129313,240
1338,676,820298218981805,1792472085,327,175127,325
1339,677,820298570294771,3850790354,307,164397,305
1340,677,820298925864348,4261601417,197,94360,175
1341,678,820299281146605,3130530490,252,87318,162
1342,678,820299639782743,2007790790,147,7544,14
1343,679,820299990970442,3072159512,127,12934,24
1344,679,820300349981548,3289853883,147,59262,110
1345,680,820300714669146,669982419,137,72808,135
1346,680,820301072051334,1558153459,157,83494,155
1347,681,820301436683780,603112012,267,142914,265
1348,681,820301786360292,1452642589,272,145843,270
1349,682,820302144057152,4206040225,137,72857,135
1350,682,820302507979526,2176764549,317,169842,315
1351,683,820302865053620,2952916722,252,135202,250
1352,683,820303228424130,729740249,187,36236,67
1353,684,820303576039639,1378086376,252,10770,20
1354,684,820303929973215,1139098811,142,19392,36
1355,685,820304281131870,829250440,302,81397,151
1356,685,820304632154568,2547966085,152,80845,150
1357,686,820304983401842,3221552681,147,78262,145
1358,686,820305339021910,4290727424,137,17776,33
1359,687,820305693931244,1806814384,242,25868,48
1360,687,820306044277509,2846466397,287,32911,61
1361,688,820306395910636,773885733,337,43105,80
1362,688,820306750949187,275612315,262,54519,101
1363,689,820307098707516,1994091415,327,33960,63
1364,689,820307461791785,579642463,342,106894,198
1365,690,820307820954258,1721920201,237,126937,235
1366,690,820308181104802,3283114480,337,180651,335
1367,691,820308547018959,1269905010,332,177898,330
1368,691,820308899970316,29081662,347,186157,345
1369,692,820309253946320,155569421,257,137662,255
1370,692,820309605096372,3552674925,137,73018,135
1371,693,820309956027783,1305606506,147,56779,105
1372,693,820310313037822,3887475866,152,23782,44
1373,694,820310671847854,577342749,307,22714,42
1374,694,820311030551697,2081384512,337,172741,320
1375,695,820311387248489,3776429013,322,172673,320
1376,695,820311739474803,2298582974,312,160652,298
1377,696,820312096521944,855443786,357,36682,68
1378,696,820312452268210,1128342787,267,9165,17
1379,697,820312810411566,3607866051,262,24817,46
1380,697,820313158109854,3406057805,307,68435,127
1381,698,820313507971882,4276605120,317,44750,83
1382,698,820313871371242,1764300338,202,15632,29
1383,699,820314225958503,3835664565,282,67903,126
1384,699,820314578078685,1672399973,327,175215,325
1385,700,820314939183833,244443355,172,72268,134
1386,700,820315297085616,1409827430,137,28032,52
1387,701,820315648048843,525210964,127,19989,37
1388,701,820316009865608,2639716827,187,18336,34
1389,702,820316370054268,192666243,352,71244,132
1390,702,820316727966990,3442004401,217,12400,23
1391,703,820317087016735,2470146692,342,40462,75
1392,703,820317437973522,3216764662,192,62540,116
1393,704,820317804438600,299717582,337,180511,335
1394,704,820318158193929,3151176564,292,156307,290
1395,705,820318520973554,1404536790,287,153643,285
1396,705,820318879090743,1187887310,312,109984,204
1397,706,820319240731880,2925151670,297,56644,105
1398,706,820319601698338,3807652186,357,150420,279
1399,708,820321037213057,149331177,167,65391,121
1400,709,820321399340250,3848201456,327,175277,325
1401,709,820321755614177,1907175076,222,101033,187
1402,710,820322109050051,324104550,307,36693,68
1403,710,820322468104598,2340460149,147,43751,81
1404,711,820322822331140,1282590366,282,70722,131
1405,711,820323179970685,2173393426,197,17790,33
1406,712,820323542890209,3805086368,177,13508,25
1407,712,820323906728994,563352167,307,29717,55
1408,713,820324263773498,1338591131,242,8689,16
1409,713,820324623145772,3121213942,342,37832,70
1410,714,820324980694533,2506704741,212,26976,50
1411,714,820325341803417,877246369,292,29138,54
1412,715,820325703666749,4288139367,247,57323,106
1413,715,820326060863082,211467863,157,83813,155
1414,716,820326421135599,2191134702,157,69238,128
1415,716,820326777219278,1439745510,142,32444,60
1416,717,820327131011558,2758552395,122,30324,56
1417,717,820327486197879,3233170878,147,78423,145
1418,718,820327845872490,617021316,132,70347,130
1419,718,820328199912997,93820971,137,73050,135
1420,719,820328562839086,3228006290,152,81095,150
1421,719,820328917934527,2723568143,142,66839,124
1422,720,820329274054186,3529211570,147,27043,50
1423,720,820329629685007,587375171,277,31977,59
1424,721,820329985054038,86271320,147,32894,61
1425,721,820330335940990,2187168728,132,64155,119
1426,722,820330686487046,1473920081,137,72788,135
1427,722,820331041984592,3896245667,192,102385,190
1428,723,820331388070890,2298685981,127,67400,125
1429,723,820331743965869,1418078256,142,75432,140
1430,724,820332105903694,2405795093,137,72759,135
1431,724,820332460868856,3566491408,137,72774,135
1432,725,820332818962443,2600130267,137,72794,135
1433,725,820333174805471,3290501165,137,72735,135
1434,726,820333534094384,530397708,147,78121,145
1435,726,820333894492950,1038523447,142,75489,140
1436,727,820334246025728,1034157486,147,78128,145
1437,727,820334604046052,4036366020,132,70100,130
1438,728,820334962345316,2574469062,147,78146,145
1439,728,820335322350802,1799202,132,70133,130
1440,729,820335679472711,3328859629,137,67939,126
1441,729,820336034994899,3495260973,132,39942,74
1442,730,820336386132848,719207537,127,67428,125
1443,730,820336749045374,2697559491,142,75426,140
1444,731,820337106261039,3414517904,142,75443,140
1445,731,820337466063260,1849864410,137,72768,135
1446,732,820337819875524,1847000238,142,75448,140
1447,732,820338182639249,3079932514,147,78097,145
1448,733,820338537018354,4153616878,152,80767,150
1449,733,820338892036908,746957157,137,72872,135
1450,734,820339255052180,711634695,147,78107,145
1451,734,820339609626723,2362269456,147,78100,145
1452,735,820339965922435,2447918808,137,72763,135
1453,735,820340321367292,4286772096,147,78240,145
1454,736,820340671028051,3472149447,137,72748,135
1455,736,820341021990104,30298450,137,72770,135
1456,737,820341370608022,1659714249,137,72784,135
1457,737,820341722871259,374020704,142,75430,140
1458,738,820342073941030,3493366393,137,72745,135
1459,738,820342423011807,590926569,147,78108,145
1460,739,820342770898841,277850685,137,72750,135
1461,739,820343122267898,1039137728,137,72764,135
1462,740,820343482377901,3637437310,137,72776,135
1463,740,820343836575200,1271947996,142,75445,140
1464,741,820344191123603,1160805807,142,75453,140
1465,741,820344555094236,3194172738,137,72775,135
1466,742,820344911998593,1661796172,132,70134,130
1467,742,820345271037589,1909859093,132,70094,130
1468,743,820345627958838,4292837587,137,72770,135
1469,743,820345988068879,4241058022,147,78135,145
1470,744,820346345951870,2974439197,137,72782,135
1471,744,820346707046978,4148337305,152,80776,150
1472,745,820347055944293,3140097713,127,67396,125
1473,745,820347411116931,817686247,142,75437,140
1474,746,820347766585766,714348221,127,67416,125
1475,746,820348123257696,2086579214,152,80852,150
1476,747,820348480844133,2743587658,132,70102,130
1477,747,820348835850350,528987816,127,67447,125
1478,748,820349188138015,4125797259,132,70070,130
1479,748,820349548131438,3367711840,147,78124,145
1480,749,820349904509198,1954516525,127,67396,125
1481,749,820350263984022,642214739,142,75454,140
1482,750,820350618551187,4212165526,137,72759,135
1483,750,820350975626713,4255791225,147,78153,145
1484,751,820351331078434,1092036226,127,67443,125
1485,751,820351686043630,1609166349,127,67431,125
1486,752,820352037033438,1452673256,132,70077,130
1487,752,820352387991617,2923963600,107,56760,105
1488,753,820352750921304,2840805634,152,80803,150
1489,753,820353114318405,88901170,142,75463,140
1490,754,820353477719179,1507830772,147,78121,145
1491,754,820353837133422,1716653253,147,78145,145
1492,755,820354189287848,1021650382,137,72765,135
1493,755,820354548110753,1945906464,137,72804,135
1494,756,820354904211986,215371242,142,75406,140
1495,756,820355263094734,1751463938,172,91561,170
1496,757,820355620096109,380559578,152,80853,150
1497,757,820355972831942,3222733048,187,99664,185
1498,758,820356329777688,1203003674,192,102426,190
1499,758,820356684982829,3383874337,142,75475,140
1500,759,820357036673501,3019611627,197,105120,195
1501,759,820357390713462,2237487105,307,164429,305
1502,760,820357737876369,2358923434,147,78171,145
1503,760,820358089893655,1644585988,142,75435,140
1504,761,820358440889276,441237960,57,29650,55
1505,761,820358796894198,742041099,2,0,0
1506,762,820359155860768,1454014289,2,0,0
1507,762,820359512232653,2171973204,2,0,0
1508,763,820359870883922,2884631285,2,0,0
1509,763,820360225899158,3602013521,2,0,0
1510,764,820360584843926,17086200,2,0,0
1511,764,820360939879067,734995645,2,0,0
1512,765,820361294907805,1445058294,2,0,0
1513,765,820361646871588,2155048273,2,0,0
1514,766,820361998855868,2859043813,2,0,0
1515,766,820362353885067,3563050488,2,0,0
1516,767,820362713220285,4273043681,2,0,0
1517,767,820363066848062,696694691,2,0,0
1518,768,820363421881408,1404020471,2,0,0
1519,768,820363776870478,2114047096,2,0,0
1520,769,820364131894360,2824073963,2,0,0
1521,769,820364482945643,3534074487,2,0,0
1522,770,820364837847583,4236142669,2,0,0
1523,770,820365188852951,651154665,2,0,0
1524,771,820365539862399,1353111309,2,0,0
1525,771,820365889158149,2055118538,2,0,0
1526,772,820366242817269,2753703746,2,0,0
1527,772,820366601835692,3461070283,2,0,0
1528,773,820366960034278,4179083870,2,0,0
1529,773,820367311881033,600119668,2,0,0
1530,774,820367669857005,1304148657,2,0,0
1531,774,820368026867849,3368100811,3,540,1
1532,775,820368381842345,2734164655,2,0,0
1533,775,820368736856947,3444113435,2,0,0
1534,776,820369088433141,4154118075,2,0,0
1535,776,820369439846053,562030726,2,0,0
1536,777,820369790847625,1265140580,2,0,0
1537,777,820370147854504,1967147629,2,0,0
1538,778,820370506854770,2681131366,2,0,0
1539,778,820370865840826,3399132233,2,0,0
1540,779,820371220868397,4117147135,2,0,0
1541,779,820371575876463,532197740,2,0,0
1542,780,820371930855463,1242226927,2,0,0
1543,780,820372286210494,1952175318,2,0,0
1544,781,820372641848638,2662799397,2,0,0
1545,781,820372996977841,3374175605,2,0,0
1546,782,820373359868847,4084259456,2,0,0
1547,782,820373714857366,515205861,2,0,0
1548,783,820374069852602,1225200547,2,0,0
1549,783,820374420851794,1935210757,2,0,0
1550,784,820374775888506,2637211011,2,0,0
1551,784,820375126875201,3347198458,2,0,0
